"","Label","Expanded Label","OBO Ontology ID","Markers"
"86","Inh L2-3 SST NMU","SST+ NMU+ Layer 2-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","MYO5B, ERBB4, SOX6, FAM19A2, PIEZO2, MYO16, NOS1, NXPH1, SST, NMU"
"87","Inh L2-5 PVALB HHIPL1","PVALB+ HHIPL1+ Layer 2-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","MEPE, EPHA3, PVALB, POU6F2, POSTN, GPR149, PLEKHG1, TAC1, ADAMTS20, HHIPL1"
"88","Inh L2-5 PVALB RPH3AL","PVALB+ RPH3AL+ Layer 2-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","BTBD11, LRP1B, ADAMTS17, MSRA, MYO5B, BCL11A, RNF144B, LINC00403, PVALB, RPH3AL"
"89","Inh L2-5 VIP BSPRY","VIP+ BSPRY+ Layer 2-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CHRNA2, ST18, VIP, SFMBT2, SHISA8, CA10, RGS16, PCDH7, SLC22A3, BSPRY"
"90","Inh L2-5 VIP SOX11","VIP+ SOX11+ Layer 2-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PENK, PCDH18, PTGFR, CALB2, VIP, SOX11"
"91","Inh L3 PVALB SAMD13","PVALB+ SAMD13+ Layer 3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PVALB, TOX, SULF1, EPHA3, TAC1, HOMER3, POSTN, PHACTR2, RNF144B, SAMD13"
"92","Inh L3-5 PVALB ISG20","PVALB+ ISG20+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PVALB, PHACTR2, LCNL1, EPHA4, POSTN, GRM8, SULF1, RBMS3, RNF144B, ISG20"
"93","Inh L3-5 SST CDH3","SST+ CDH3+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","LINC01324, IGFBP5, OTOF, POSTN, QRFPR, LINC01399, EDNRA, GDA, SST, CDH3"
"94","Inh L3-5 SST GGTLC3","SST+ GGTLC3+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ADGRG6, ZNF385D, SST, SOX5, EPSTI1, MGAT4C, NMU, ROBO1, GRIK1, GGTLC3"
"95","Inh L3-5 SST OR5AH1P","SST+ OR5AH1P+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NMU, EPHA6, SST, ADAMTS9-AS2, EDNRA, PCDH9, PAWR, PCSK5, ADAMTS5, OR5AH1P"
"96","Inh L3-5 VIP HS3ST3A1","VIP+ HS3ST3A1+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SLC22A3, GRM8, IQGAP2, THSD7B, PTHLH, UNC13C, CHRNA2, CDH13, VIP, HS3ST3A1"
"97","Inh L3-5 VIP IGDCC3","VIP+ IGDCC3+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","EREG, NECAB1, TAC3, ANKS1B, SLC22A3, GRIA1, VIP, PTPRD, IQGAP2, IGDCC3"
"98","Inh L3-5 VIP TAC3","VIP+ TAC3+ Layer 3-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","TAC3, NBEA, PPP1R1C, ARHGAP18, VIP, EGFEM1P, SLC22A3, NCAM2, IQGAP2, NR2F2-AS1"
"99","Inh L3-6 PAX6 LINC01497","PAX6+ LINC01497+ Layer 3-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SCGN, EGFEM1P, PALMD, TMEM132D, EYA1, C8orf34, TNS3, KCNIP4, PAX6, LINC01497"
"100","Inh L3-6 VIP UG0898H09","VIP+ UG0898H09+ Layer 3-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PCDH18, VIP, CHRNA2, PTGFR, LINC01411, UG0898H09"
"101","Inh L3-6 VIP ZIM2-AS1","VIP+ ZIM2-AS1+ Layer 3-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PENK, PTGFR, VGLL3, ROR2, VIP, ZIM2-AS1"
"102","Inh L5 PVALB LRIG3","PVALB+ LRIG3+ Layer 5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","HGF, TMTC2, PVALB, ROBO1, GPR149, RIT2, PLCE1, LHFPL3, MEPE, LRIG3"
"103","Inh L5 SST RPL35AP11","SST+ RPL35AP11+ Layer 5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SST, ADCY2, EDNRA, GRIK2, QRFPR, DMD, NMU, GRIK1, PAWR, RPL35AP11"
"104","Inh L5-6 LAMP5 CRABP1","LAMP5+ CRABP1+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SFRP1, COL25A1, FREM2, PRELID2, PDGFRA, KCNIP4, KIRREL, FBN2, LAMP5, CRABP1"
"105","Inh L5-6 PVALB FAM150B","PVALB+ FAM150B+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","FAM150B, GPC5, PALMD, SAMD3, MYBPC1, PDZRN4, ANKRD34B, TMEM200A, GPR149, PVALB"
"106","Inh L5-6 PVALB GAPDHP60","PVALB+ GAPDHP60+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","WNT16, CDH9, MYBPC1, NCAM2, BCHE, KIRREL3, WIF1, PVALB, GAPDHP60"
"107","Inh L5-6 PVALB KCNIP2","PVALB+ KCNIP2+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPFFR2, GULP1, THSD7B, CDH8, WIF1, SORCS3, LYPD6, PAWR, PVALB, KCNIP2"
"108","Inh L5-6 PVALB MEPE","PVALB+ MEPE+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","WNT16, PCDH9, MEPE, MCTP1, ANKRD34B, PRKG1, MYBPC1, GALNTL6, CPED1, PVALB"
"109","Inh L5-6 PVALB SST CRHR2","PVALB+ SST CRHR2+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","HPGD, ADAMTS17, FAM89A, CNTNAP4, FLT1, DGKB, TAC1, GHR, PVALB, SST CRHR2"
"110","Inh L5-6 PVALB ZFPM2-AS1","PVALB+ ZFPM2-AS1+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ZFPM2-AS1, WIF1, TMTC2, POSTN, SEMA6D, LYPD6, GRIK2, SULF1, PCDH15, PVALB"
"111","Inh L5-6 SST BEAN1","SST+ BEAN1+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","FBN2, PCDH11X, THSD7B, CDH10, KLHL14, CDH9, SST, DPP10, HGF, BEAN1"
"112","Inh L5-6 SST C4orf26","SST+ C4orf26+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ADAMTS20, LINGO2, FBN2, PLXDC2, KLHL14, PDE1C, DCN, PCDH17, HGF, C4ORF26"
"113","Inh L5-6 SST DNAJC14","SST+ DNAJC14+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","HGF, PLCE1, FBN2, PTPRK, ITGA1, TRPC5, GPR149, LRRC4C, SST, DNAJC14"
"114","Inh L5-6 SST FBN2","SST+ FBN2+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","FBN2, ZNF385D, FAM129A, CSMD1, KLHL14, EFNA5, ADAMTS20, MGAT4C, THSD7B, SST"
"115","Inh L5-6 SST ISX","SST+ ISX+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SST, CSGALNACT1, NR2F2-AS1, CNTNAP4, DKK2, TRPM3, PREX2, GRM7, SOX6, ISX"
"116","Inh L5-6 SST KLHL1","SST+ KLHL1+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SLC17A8, ADGRL2, DCN, ROBO1, KLHL14, SOX6, ADAMTS20, NDST4, UNC13C, KLHL1"
"117","Inh L5-6 SST PAWR","SST+ PAWR+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NDST4, LRRTM4, NMU, PTPRT, DCN, ALCAM, KLHL14, GALNTL6, TMCC3, SST"
"118","Inh L5-6 SST PIK3CD","SST+ PIK3CD+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ADGRG6, NLGN1, KLHL14, LRFN5, NMU, ARHGAP10, NDST4, NEGR1, SST, PIK3CD"
"119","Inh L5-6 VIP COL4A3","VIP+ COL4A3+ Layer 5-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","VIP, C11orf1, SLC22A3, GRM8, ABI3BP, CBLN4, NPR3, UNC13C, VCAN, COL4A3"
"120","Inh L6 SST TH","SST+ TH+ Layer 6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","KIAA1024, ERBB4, RAB3B, GPC5, SST, PTPRK, GABRG1, KLHL29, WIF1, TH"
"121","Micro L1-6 TYROBP CD74","TYROBP+ CD74+ Layer 1-6 microglia","[microglial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000129)","DOCK8, P2RY12, APBB1IP, FYB, TBXAS1, SLCO2B1, CX3CR1, PTPRC, TYROBP, CD74"
"122","Oligo L2-6 OPALIN FTH1P3","OPALIN+ FTH1P3+ Layer 2-6 oligodendrocyte","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","PLP1, ANK3, ST18, NLGN1, RNF220, PLXDC2, ENPP2, OPALIN, FRMD4B, FTH1P3"
"123","Oligo L2-6 OPALIN MAP6D1","OPALIN+ MAP6D1+ Layer 2-6 oligodendrocyte","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","OPALIN, FOLH1, ABCA8, MOG, UGT8, SEPP1, LPAR1, ST18, SLCO1A2, MAP6D1"
"124","Oligo L3-6 OPALIN ENPP6","OPALIN+ ENPP6+ Layer 3-6 oligodendrocyte","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","S100B, RBFOX1, CARNS1, RASGRF1, COL4A5, COL18A1, MOG, USH1C, OPALIN, ENPP6"
"125","Oligo L3-6 OPALIN LRP4-AS1","OPALIN+ LRP4-AS1+ Layer 3-6 oligodendrocyte","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","LINC00982, FGFR3, NKAIN3, OPALIN, SLC1A2, TRIM59, RYR3, GJA1, RNF219-AS1, LRP4-AS1"
"126","Oligo L5-6 OPALIN LDLRAP1","OPALIN+ LDLRAP1+ Layer 5-6 oligodendrocyte","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","PLP1, ANK3, ST18, NLGN1, RNF220, PLXDC2, ENPP2, OPALIN, FRMD4B, LDLRAP1"
"127","OPC L1-6 PDGFRA COL20A1","PDGFRA+ COL20A1+ Layer 1-6 oligodendrocyte precursor cell","[oligodendrocyte precursor cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002453)","OLIG1, COL9A1, OLIG2, SNX22, NKAIN4, KLRC4-KLRK1, VCAN, PDGFRA, COL20A1, GPR37L1"
"128","VLMC L1-5 PDGFRA COLEC12","PDGFRA+ COLEC12+ Layer 1-5 vascular lepotomeningeal cell","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","COLEC12, COL1A2, TBX18, ITIH5, COL6A2, SRPX2, C7, FMO2, MFAP4, PDGFRA"
