"","Label","Expanded Label","OBO Ontology ID","Markers"
"107","Sst Myh8_3","Sst+ Myh8+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Slc24a2,  Sst,  Cdh9,  Grin3a,  Nxph1,  Elmo1,  Galntl6,  Npas3,  Rgs6,  Myh8"
"63","Sst Penk","Sst+ Penk+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Cartpt,  Grin3a,  Zfp521,  Nxph1,  9530026P05Rik,  Galntl6,  Lama3,  Baiap3,  Penk"
"44","Sst Pvalb Calb2","Sst+ Pvalb+ Calb2+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Moxd1,  Sst,  Grin3a,  Klf12,  Kcnab1,  Nxph1,  Galntl6,  Col25a1,  Pvalb,  Calb2"
"105","Sst Pvalb Etv1","Sst+ Pvalb+ Etv1+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Fbn2,  Sst,  Grin3a,  Etv1,  Sgcz,  Nxph1,  Galntl6,  Whrn,  Rgs6,  Pvalb"
"97","Sst Tac2","Sst+ Tac2+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Tac2,  Sst,  Ndnf,  Grin3a,  Crh,  Nxph1,  Kcnh8,  Galntl6,  Myo1b,  Rgs6"
"61","Sst Th_1","Sst+ Th+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Bcl6,  Phactr2,  Grin3a,  Nxph1,  Sorcs3,  Galntl6,  Antxr2,  Serpine2,  Th"
"98","Sst Th_2","Sst+ Th+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Pnoc,  Sst,  Grin3a,  Nr4a2,  Nxph1,  Th,  Rspo3,  Galntl6,  Rgs6,  Gabrg1"
"48","Sst Th_3","Sst+ Th+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Corin,  Gm36251,  Grin3a,  Nxph1,  Th,  Nr4a2,  Galntl6,  Clec18a,  Rgs6"
"115","Sst_Pappa","Sst+ Pappa+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  AC129186.1,  Grin3a,  Layn,  Nxph1,  Myo5b,  Galntl6,  Gna14,  Rgs6,  Pappa"
"49","Vip C1ql1","Vip+ C1ql1+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Nos1,  Ptprk,  A830036E02Rik,  Crhbp,  Ndst4,  Lsamp,  Tacr1,  Pcdh11x,  Vip,  C1ql1"
"56","Vip Chat_1","Vip+ Chat+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Creb5,  Vip,  Vwc2,  Cacna1a,  Galnt17,  Adarb2,  Gpc6,  Limch1,  Chat,  Synpr"
"69","Vip Chat_2","Vip+ Chat+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Lypd1,  Cacna1a,  Kirrel3,  Grik4,  Adarb2,  Limch1,  Grm7,  Synpr,  Chat"
"42","Vip Gpc3","Vip+ Gpc3+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sema6d,  Vip,  Cacna1a,  Lin7a,  Alcam,  Adarb2,  Pcdh11x,  Limch1,  Synpr,  Gpc3"
"9","Vip Htr1f_1","Vip+ Htr1f+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Cdh6,  Vip,  Cacna1a,  Npy,  Mlip,  Adarb2,  Limch1,  Vwc2l,  Sntg1,  Htr1f"
"88","Vip Igfbp6_1","Vip+ Igfbp6+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Stac,  Entpd1,  Cacna1a,  Adarb2,  Plcl1,  Ptprr,  Limch1,  Adgrl2,  Igfbp6"
"78","Vip Igfbp6_2","Vip+ Igfbp6+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Reln,  Vip,  Cacna1a,  Cobll1,  AC129186.1,  Adarb2,  Corin,  Limch1,  Thsd7b,  Igfbp6"
"85","Vip Mybpc1_1","Vip+ Mybpc1+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Gm45321,  Cacna1a,  Gm2516,  Adarb2,  4930555F03Rik,  Limch1,  C130073E24Rik,  Synpr,  Mybpc1"
"53","Vip Mybpc1_2","Vip+ Mybpc1+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","5033421B08Rik,  Vip,  Cacna1a,  Slc7a15,  Mybpc1,  Adarb2,  Limch1,  Itih5,  Synpr,  Col15a1"
"60","Vip Mybpc1_3","Vip+ Mybpc1+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Grm8,  Vip,  Cacna1a,  Dcc,  Grik1,  Adarb2,  Ryr3,  Limch1,  Synpr,  Mybpc1"
"101","Vip Serpinf1_1","Vip+ Serpinf1+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Sfrp2,  Cacna1a,  Lmo1,  Adarb2,  Calcrl,  Fam196b,  Limch1,  Dock2,  Serpinf1"
"77","Vip Serpinf1_2","Vip+ Serpinf1+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Clrn1,  Col14a1,  Cacna1a,  Adarb2,  Crtac1,  Dpy19l1,  Limch1,  Gm45680,  Serpinf1"
"83","Vip Serpinf1_3","Vip+ Serpinf1+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Ror1,  Vip,  Arhgef37,  Cacna1a,  Adarb2,  Drd2,  Sv2c,  Limch1,  Synpr,  Serpinf1"
"95","Vip Sncg","Sncg+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Cacna1a,  Adra1b,  Adarb2,  Limch1,  Synpr,  Cntn4,  Sorcs1,  Crh,  Sncg"
"3","VLMC_1","vascular lepotomeningeal cell_1","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Ptgds,  Gm30624,  Bnc2,  Arhgap22,  Cped1,  Gm47865,  Slc7a11,  Col15a1,  Bmp6,  Adgrl3"
"38","VLMC_2","vascular lepotomeningeal cell_2","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Aox3,  Ptgds,  Bnc2,  Plxna2,  Slc7a11,  Cped1,  Prex2,  Vcam1,  Bmp6,  Coch"
"5","VLMC_3","vascular lepotomeningeal cell_3","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Pkhd1,  Ptgds,  Rspo2,  Bnc2,  Cftr,  Cped1,  Slc7a11,  Gm2115,  Bmp6,  Atp13a5"
"12","VLMC_4","vascular lepotomeningeal cell_4","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Ptgds,  Sh3gl3,  Bnc2,  Aifm3,  Ppp1r1a,  Cped1,  Gm27151,  Slc7a11,  Atp13a5,  Bmp6"
"18","VLMC_5","vascular lepotomeningeal cell_5","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Slc47a1,  Ptgds,  Bnc2,  Slc4a10,  Cped1,  Pcdh7,  Slc7a11,  Tmeff2,  Erc2,  Bmp6"
"6","VLMC_6","vascular lepotomeningeal cell_6","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Ptgds,  Prg4,  Bnc2,  Tspan8,  Cped1,  Msln,  Slc7a11,  Dapl1,  Bmp6,  Fn1"
"45","VLMC_7","vascular lepotomeningeal cell_7","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Cubn,  Ptgds,  Bnc2,  Slc7a14,  Sptssb,  Cped1,  Slc7a11,  Dapl1,  Igfbp3,  Bmp6"
